SID,P_Pref,C_Pref ,Cl_Support,Tr_Support,Cand_Support,Rep_Prim,Dem_Prim,PrimElect,Tr_Dona,Tr_Volu,Cl_Dona,Cl_Volu,Cand_Dona,Cand_Volu,prev_candSupport,Tr_Difi_Dist,Tr_Difi_Over,Cl_Difi_Dist,Cl_Difi_Over,Cand_Difi_Dist,Cand_Difi_Overlap,Dem_Iden,Rep_Iden,Party_Iden,Regi,Reg_Party,Reg_Party_Plan,Dem_Dona,Dem_Volu,Rep_Dona,Rep_Volu,Party_Dona,Party_Volu,prev_partySupport,Rep_Difi_Dist,Rep_Difi_Over,Dem_Difi_Dist,Dem_Difi_Over,Party_Difi_Dist,Party_Difi_Over,DG_Test1,DG_Test2,DG_Test3,DG_Choice,Expl,Tr_Happy,Cl_Happy,EarlyVote,candVote_Choice,ClintonSupporter_Happy,TrumpSupporter_Happy,OtherSupporter_Happy,Gender,Age,Education,Income,USCit,Surveys,SimSurv,Scept,Wave,DG_In
799,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,125,100,,,125,100,,7,7,Yes,Rep,,,,No,No,No,No,0,96,98,,,96,98,40,0,20,0,"He would do the same to me. Look, we are rational creatures, as Trump supporters. Not flightly cum-by-yah Democrats that think we are all in some big giant spaceship and have to work together in order to survive. Takes a village to raise a kid my ass! We are in it for ourselves and our immediate family Trump supporters know this and act accordingly. It's only honest.",7,1,No,,,,,Male,46,Grad,"$50,001-$65,000",Yes,3700,2,5,3,yes
800,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,Yes,No,Yes,1,,,29,20,29,20,6,,6,Yes,Dem,,No,Yes,,,No,Yes,1,,,8,3,8,3,40,0,20,0,I want to make as much $ as possible,1,7,No,,,,,Female,27,Coll,"$15,001-$25,000",Yes,500,3,5,3,yes
801,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,41,32,41,32,4,,4,Yes,Dem,,Yes,No,,,Yes,No,1,,,68,65,68,65,40,40,20,20,I want to support people who support similar political ideals as I do.,1,6,No,,,,,Female,33,Coll,"$15,001-$25,000",Yes,250,2,3,3,no
802,Republican,Trump,,5,5,Trump,,Yes,No,No,,,No,No,0,50,43,,,50,43,,6,6,Yes,Rep,,,,No,No,No,No,0,97,98,,,97,98,40,0,40,40,"I decided to transfer 40 cents, because I want to believe that people are inherently good and the other person will also transfer the 40 cents so we each get an equal bonus for our work",6,1,Yes,,,,,Female,29,Coll,"$50,001-$65,000",Yes,15,4,4,3,no
803,Republican,Trump,,1,1,Other,,No,No,No,,,No,No,0,-100,0,,,-100,0,,1,1,Yes,Other,,,,No,No,No,No,0,-100,0,,,-100,0,40,0,20,20,It seemed like the most fair thing to do.,2,1,No,,,,,Female,28,<Coll,"$15,001-$25,000",Yes,1000,3,1,3,yes
804,Republican,Trump,,6,6,Trump,,No,No,No,,,No,No,0,19,11,,,19,11,,4,4,Yes,Other,,,,No,No,No,No,0,19,11,,,19,11,40,0,20,20,"It seemed like the most fair and equal split of the bonus money, assuming we are both doing the same 'work'.",6,1,No,,,,,Female,50,Coll,"$50,001-$65,000",Yes,5000,2,3,3,yes
805,Republican,Trump,,6,6,Trump,,No,No,No,,,No,No,0,17,9,,,17,9,,5,5,Yes,Other,,,,Yes,No,Yes,No,1,29,20,,,29,20,40,0,0,10,,,,,,,,,,,,,,,,,3,no
806,Democrat,Clinton,3,,3,,Sanders,Yes,,,No,No,No,No,0,,,11,4,11,4,4,,4,Yes,Dem,,No,No,,,No,No,0,,,7,2,7,2,40,0,20,0,I need the money.,1,3,No,,,,,Male,25,HS,"$25,001-$35,000",Yes,1111,1,3,3,yes
807,Democrat,Clinton,5,,5,,Clinton,Yes,,,No,Yes,No,Yes,1,,,-49,0,-49,0,6,,6,Yes,Dem,,No,Yes,,,No,Yes,1,,,-49,0,-49,0,40,0,20,0,I need the money,1,5,Yes,,,,,Male,29,HS,"$25,001-$35,000",Yes,70,4,2,3,yes
808,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,66,63,,,66,63,,2,2,No,,Yes-Rep,,,No,No,No,No,0,29,19,,,29,19,40,0,20,0,i want all the $$,7,1,No,,,,,Male,30,Coll,"$35,001-$50,000",Yes,6000,3,3,3,yes
809,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,121,100,,,121,100,,7,7,Yes,Rep,,,,No,No,No,No,0,121,100,,,121,100,40,40,40,40,To be fair to the other person,6,1,No,,,,,Female,40,HS,"$10,001-$15,000",Yes,20,1,5,3,no
810,Democrat,Clinton,1,,1,,Sanders,Yes,,,No,No,No,No,0,,,4,1,4,1,6,,6,Yes,Dem,,No,No,,,No,No,0,,,56,50,56,50,40,0,20,0,I don't know this other person and I need to make money so I can pay my rent this month.,1,4,No,,,,,Female,39,Coll,"$10,001-$15,000",Yes,35000,3,5,3,yes
811,Republican,Trump,,5,5,Other,,No,No,Yes,,,No,Yes,1,24,14,,,24,14,,6,6,Yes,Rep,,,,No,No,No,No,0,56,50,,,56,50,40,0,20,0,"I feel given the same situation, the other will do the same. I don't know the other person and i think that is good reason enough to think of keeping the money to myself.",5,3,Yes,,,,,Male,48,Coll,"$50,001-$65,000",Yes,700,3,5,3,yes
812,Republican,Trump,,4,4,Trump,,No,No,No,,,No,No,0,27,18,,,27,18,,5,5,Yes,Other,,,,No,No,No,No,0,35,26,,,35,26,40,0,20,20,Wanted to be fair,4,1,No,,,,,Male,23,<Coll,"$25,001-$35,000",Yes,100104,3,3,3,yes
813,Democrat,Clinton,1,,1,,Sanders,No,,,No,No,No,No,0,,,-99,0,-99,0,1,,1,No,,No,No,No,,,No,No,0,,,-100,0,-100,0,40,0,20,0,I want all the monies!,1,2,No,,,,,Male,50,HS,"$35,001-$50,000",Yes,5,1,3,3,yes
814,Republican,Trump,,6,6,Other,,Yes,No,No,,,No,No,0,-48,0,,,-48,0,,6,6,Yes,Rep,,,,No,No,No,No,0,-48,0,,,-48,0,40,0,20,20,I made the decision so that both I and the other Mturk worker will receive the same amount of bonus.,7,1,No,,,,,Female,31,Coll,"$35,001-$50,000",Yes,40,1,4,3,yes
815,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,125,100,125,100,7,,7,Yes,Dem,,No,No,,,No,No,0,,,125,100,125,100,40,0,20,20,It is equal for us to each receive $.20,1,7,No,,,,,Female,36,<Coll,"$50,001-$65,000",Yes,150-200,3,5,3,yes
816,Republican,Clinton,1,,1,Other,,No,,,No,No,No,No,0,,,10,4,10,4,,4,4,Yes,Rep,,,,No,No,No,No,0,29,20,,,29,20,40,0,20,20,"It doesn't really matter to me if a person is a Clinton supporter, even though I myself, am not one. I don't feel as though someone's political affiliations are a reason to not like them, so long as they are decent, reasonable people in their interactions with others. ",2,3,No,,,,,Male,31,Grad,"$10,001-$15,000",Yes,300,3,5,3,yes
817,Republican,Trump,,1,1,Other,,Yes,No,No,,,No,No,0,14,6,,,14,6,,5,5,Yes,Other,,,,No,No,No,No,0,38,28,,,38,28,,,,,,,,,,,,,,,,,,,,,3,no
818,Republican,Clinton,3,,3,Other,,No,,,No,No,No,No,0,,,30,20,30,20,,4,4,Yes,Rep,,,,No,No,No,No,0,46,38,,,46,38,40,0,20,0,I DECIDED TO DO WHAT I WOULD EXPECT EVERYONE TO DO. MAXIMIZE MY BONUS SEEMS LIKE THE RIGHT MOVE.,1,4,No,,,,,Female,57,Coll,"$65,001-$80,000",Yes,1000,2,4,3,yes
819,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,122,100,,,122,100,,5,5,Yes,Rep,,,,No,No,No,No,0,31,21,,,31,21,10,0,20,0,I need the money and I know if they had to make the decision more than likely they would do the same.,7,1,No,,,,,Female,45,<Coll,"$25,001-$35,000",Yes,5000,1,1,3,no
820,Democrat,Trump,,4,4,,Sanders,No,No,No,,,No,No,0,21,12,,,21,12,5,,5,Yes,Dem,,No,No,,,No,No,0,,,74,73,74,73,40,40,20,0,to have more money,3,1,No,,,,,Female,50,HS,"$35,001-$50,000",Yes,20000,1,5,3,no
821,Democrat,Clinton,6,,6,,Clinton,No,,,No,No,No,No,0,,,51,44,51,44,2,,2,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,31,22,31,22,40,0,20,10,I wanted to transfer a little while keeping some.,1,7,No,,,,,Male,34,Coll,"$35,001-$50,000",Yes,6200,3,3,3,yes
822,Republican,Trump,,5,5,Other,,Yes,No,No,,,No,No,0,66,62,,,66,62,,6,6,Yes,Rep,,,,No,No,No,No,0,90,92,,,90,92,0,40,40,20,It's half,6,1,No,,,,,Female,37,Coll,"$65,001-$80,000",Yes,200,2,2,3,no
823,Republican,Trump,,2,2,Other,,No,No,No,,,No,No,0,23,14,,,23,14,,3,3,Yes,Other,,,,No,No,No,No,0,77,77,,,77,77,40,0,20,0,I wanted all of it,2,1,No,,,,,Male,31,Coll,"$35,001-$50,000",Yes,1000,2,1,3,yes
824,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,36,26,36,26,5,,5,Yes,Other,,No,No,,,No,No,0,,,29,19,29,19,40,0,20,20,It is the most fair decision.  We will receive the same bonus.,1,5,No,,,,,Female,22,Coll,"$10,001-$15,000",Yes,175,3,4,3,yes
825,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,No,No,No,0,,,71,68,71,68,6,,6,Yes,Dem,,No,No,,,No,No,0,,,72,70,72,70,40,40,20,0,I want the whole bonus.,1,7,No,,,,,Female,61,HS,"<$5,000",Yes,3000,3,4,3,no
826,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,50,42,50,42,6,,6,Yes,Dem,,No,No,,,No,No,0,,,50,42,50,42,40,0,20,20,"I just wanted to be fair and considerate. If I have extra, I don't mind sharing.",1,6,No,,,,,Female,26,Grad,"$65,001-$80,000",Yes,630,3,4,3,yes
827,Republican,Trump,,5,5,Trump,,No,No,No,,,No,No,0,1,0,,,1,0,,4,4,No,,No,,,No,No,No,No,0,-10,0,,,-10,0,40,0,20,20,because I like to share but want to keep something for myself,5,1,No,,,,,Female,38,HS,"$35,001-$50,000",Yes,4,1,4,3,yes
